state,traditional_method,se.traditional_method,year,country,pred,pred_upper,pred_lower
Africa:Senegal:Louga,0.0078423331596881,0.0051977176037251,2015,Senegal,0.0150586864502996,0.0244854356944125,0.0092343078489142
Africa:Senegal:Louga,0.002888751408529,0.0029784728646635,2016,Senegal,0.0136750406118258,0.0236563763857128,0.0079279059253973
Africa:Senegal:Louga,0.0239278996664333,0.0102535623003885,2017,Senegal,0.0089481991345279,0.0157545682010874,0.0050574635589952
Africa:Senegal:Louga,0.0046287035903152,0.0035246164938683,2018,Senegal,0.0108684989319589,0.0207742531012131,0.0056679024570994
Africa:Senegal:Louga,0.0044914002298025,0.0044025389969384,2019,Senegal,0.010478428012184,0.0218657572408673,0.0049995170135838
Africa:Senegal:Louga,,,2020,,0.0107117166825937,0.0280772646853545,0.0040234464609035
Africa:Senegal:Louga,,,2021,,0.0106358967974812,0.0301935477475339,0.0036861670982221
Africa:Senegal:Louga,,,2022,,0.0105606813044604,0.0327158719712126,0.0033529346225327
Africa:Senegal:Louga,,,2023,,0.010485880273404,0.0356675024984836,0.0030303713489089
Africa:Senegal:Louga,,,2024,,0.0104114441957802,0.039104550219883,0.0027224885722858
Africa:Senegal:Louga,,,2025,,0.0103372441199061,0.0430754802428313,0.0024329472878026
Africa:Senegal:Matam,,,1990,,0.2799731120664079,0.8802958122501304,0.0187055481061109
Africa:Senegal:Matam,,,1991,,0.2430373479621859,0.8394226516099363,0.0179259602603552
Africa:Senegal:Matam,,,1992,,0.2095329000366484,0.788654214297426,0.017139534902497
Africa:Senegal:Matam,0.0,0.0,1993,Senegal,0.1992405748138609,0.7336094603241821,0.0201813853101262
Africa:Senegal:Matam,,,1994,,0.152983831906149,0.6579978966647376,0.0155518182954356
