state,modern_method,se.modern_method,year,pred,pred_upper,pred_lower
Africa:Senegal:Fatick,,,2002,0.0487217784308531,0.0788998182112424,0.0310976542986484
Africa:Senegal:Fatick,,,2003,0.0487287588454591,0.0788514172794989,0.0311283805907601
Africa:Senegal:Fatick,,,2004,0.0487361470012524,0.078803273299794,0.0311598003027525
Africa:Senegal:Fatick,0.0,0.0,2005,0.0487445046064317,0.0787517222175183,0.0311941532902474
Africa:Senegal:Fatick,,,2006,0.0487511191640482,0.0787152175094487,0.031219579970223
Africa:Senegal:Fatick,,,2007,0.0487587079363741,0.0786749477728545,0.0312478776987416
Africa:Senegal:Fatick,,,2008,0.0487667147382327,0.0786346651203615,0.0312766508230521
Africa:Senegal:Fatick,,,2009,0.0487751435289186,0.0785944100125873,0.0313058433215008
Africa:Senegal:Fatick,0.0,0.0,2010,0.0487347154206962,0.0784785474281194,0.0313053519499037
Africa:Senegal:Fatick,,,2011,0.0488394930852531,0.0785985401778733,0.0313941544253123
Africa:Senegal:Fatick,0.0,0.0,2012,0.0489191468412092,0.0786752316219319,0.0314684322087729
Africa:Senegal:Fatick,,,2013,0.0489309821551513,0.0786544570650524,0.0314925693817523
Africa:Senegal:Fatick,0.0,0.0,2014,0.0490278892858934,0.0787562315851623,0.0315726171585389
Africa:Senegal:Fatick,0.0524753125537612,0.0453908757852217,2015,0.0489780500385786,0.0786264666814978,0.031560568570352
Africa:Senegal:Fatick,0.021533300355397,0.0203977902468955,2016,0.0488821569313394,0.078447522885762,0.0315103687830882
Africa:Senegal:Fatick,0.0306099967579978,0.0201288304911049,2017,0.0488203068934589,0.0783292618961497,0.0314786888600495
Africa:Senegal:Fatick,0.09917915825863,0.0503156451092103,2018,0.0488821387746508,0.0784193038806063,0.0315174122386534
Africa:Senegal:Fatick,0.0813100424700313,0.0407866639938623,2019,0.0488574790812774,0.0784159207006226,0.0314857036753169
Africa:Senegal:Fatick,,,2020,0.0488692395767288,0.0785180731784853,0.0314552416933894
Africa:Senegal:Fatick,,,2021,0.048867479102738,0.0785812950971287,0.0314213199783161
Africa:Senegal:Fatick,,,2022,0.0488662875837066,0.0786535803867565,0.0313871466025437
Africa:Senegal:Fatick,,,2023,0.0488654998253526,0.078727368468669,0.0313528777954938
